Series Name,Country Name,2015,2016,2017,2018,2019,2020
"School enrollment, secondary, female (% gross)",Azerbaijan,..,..,..,94.53943634,94.66227722,93.08335876
"School enrollment, secondary, female (% gross)","Bahamas, The",..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Bahrain,101.8001175,104.2858734,104.0737762,101.6959915,101.5219879,..
"School enrollment, secondary, female (% gross)",Bangladesh,69.65406036,75.01081085,75.21749115,78.27072906,78.27727509,81.48804474
"School enrollment, secondary, female (% gross)",Barbados,109.4629364,109.1104736,108.5692673,105.7528915,104.9261627,105.6903305
"School enrollment, secondary, female (% gross)",Belarus,104.6375809,103.9009781,102.694519,101.6907425,101.5311279,102.6728592
"School enrollment, secondary, female (% gross)",Belgium,174.6784363,170.3596344,167.7857666,165.2812653,165.7440033,161.112915
"School enrollment, secondary, female (% gross)",Belize,81.74861145,87.70973969,86.19940948,87.11591339,87.18950653,86.85411072
"School enrollment, secondary, female (% gross)",Benin,48.92763138,50.7318306,..,..,..,42.43687057
"School enrollment, secondary, female (% gross)",Bermuda,81.45130157,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Bhutan,86.8408432,89.73416901,92.75176239,95.71011353,..,..
"School enrollment, secondary, female (% gross)",Bolivia,90.67494202,90.51051331,89.31302643,88.75827026,89.15426636,89.73236084
"School enrollment, secondary, female (% gross)",Bosnia and Herzegovina,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Botswana,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Brazil,103.753479,104.7661209,104.6052704,106.6337204,106.0281067,106.5199203
"School enrollment, secondary, female (% gross)",British Virgin Islands,96.92736816,97.32718658,89.50192261,..,..,..
"School enrollment, secondary, female (% gross)",Brunei Darussalam,107.6965714,95.34734344,94.26651764,94.59944916,93.67414856,92.90856934
"School enrollment, secondary, female (% gross)",Bulgaria,100.5634995,98.07808685,96.82398987,95.18641663,91.51296234,86.96476746
"School enrollment, secondary, female (% gross)",Burkina Faso,32.32059097,34.8719101,37.58081055,40.72999954,41.99523163,41.7809906
"School enrollment, secondary, female (% gross)",Burundi,42.89833832,47.35601044,50.43093109,51.08967972,48.28493118,52.24766159
"School enrollment, secondary, female (% gross)",Cabo Verde,99.95758057,98.37906647,97.01483154,92.49768066,92.68675232,..
"School enrollment, secondary, female (% gross)",Cambodia,..,..,..,..,..,57.08723831
"School enrollment, secondary, female (% gross)",Cameroon,54.39524078,55.4430809,46.83546066,42.94427109,41.07463074,42.0494957
"School enrollment, secondary, female (% gross)",Canada,110.8576202,113.3864594,114.5206375,114.7476807,114.8205338,115.5129395
"School enrollment, secondary, female (% gross)",Cayman Islands,..,..,..,77.61798096,..,..
"School enrollment, secondary, female (% gross)",Central African Republic,..,11.8409996,13.77754974,..,..,..
"School enrollment, secondary, female (% gross)",Chad,13.86375046,14.15964031,13.92819023,13.88788986,14.27733994,..
"School enrollment, secondary, female (% gross)",Channel Islands,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Chile,102.1184616,102.0936813,102.0284195,102.3893814,103.2645416,103.1575394
"School enrollment, secondary, female (% gross)",China,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Colombia,98.12564087,98.10569763,98.45749664,100.0914536,103.3546295,103.9836731
"School enrollment, secondary, female (% gross)",Comoros,..,..,57.20885086,61.41450882,..,..
"School enrollment, secondary, female (% gross)","Congo, Dem. Rep.",35.98096085,..,..,..,..,..
"School enrollment, secondary, female (% gross)","Congo, Rep.",..,..,..,63.79577255,..,..
"School enrollment, secondary, female (% gross)",Costa Rica,125.2657776,129.2112732,133.5065613,137.749527,146.6446838,148.0342102
"School enrollment, secondary, female (% gross)",Cote d'Ivoire,35.06679153,37.67156982,41.33050156,44.34893036,48.31087112,52.00867081
"School enrollment, secondary, female (% gross)",Croatia,100.9624023,101.1189117,101.8235321,102.4584808,102.8497925,103.2752075
"School enrollment, secondary, female (% gross)",Cuba,99.12335968,101.5518036,102.2445984,101.9491577,100.8895264,100.2862396
"School enrollment, secondary, female (% gross)",Curacao,..,..,..,..,..,122.5367432
"School enrollment, secondary, female (% gross)",Cyprus,99.40921021,98.42323303,99.53044891,98.96697235,99.23193359,99.83450317
"School enrollment, secondary, female (% gross)",Czechia,105.5993881,105.0866318,103.870018,102.5184402,101.8070526,101.4377213
"School enrollment, secondary, female (% gross)",Denmark,133.3656769,131.0499268,129.7961884,129.7060547,129.3174438,130.3696442
"School enrollment, secondary, female (% gross)",Djibouti,45.32213974,47.21871185,47.59563828,51.53134918,52.93421936,55.23376846
"School enrollment, secondary, female (% gross)",Dominica,93.79074097,..,..,..,102.244812,102.8758163
"School enrollment, secondary, female (% gross)",Dominican Republic,83.84120941,83.49118042,83.02941132,82.98589325,85.01241302,83.08480835
"School enrollment, secondary, female (% gross)",Ecuador,106.1787033,105.4858627,103.6464081,102.8441162,101.9179077,101.8168182
"School enrollment, secondary, female (% gross)","Egypt, Arab Rep.",..,84.42682648,85.94882202,87.30088043,89.03929138,..
"School enrollment, secondary, female (% gross)",El Salvador,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Equatorial Guinea,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Eritrea,47.51116943,..,44.90597916,45.39511871,44.38791275,..
"School enrollment, secondary, female (% gross)",Estonia,110.7835693,115.4512787,118.2201691,118.3416367,117.7162094,117.6557083
"School enrollment, secondary, female (% gross)",Eswatini,76.03137207,82.18875885,..,..,..,..
"School enrollment, secondary, female (% gross)",Ethiopia,34.24991989,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Faroe Islands,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Fiji,100.613533,100.9184189,..,100.7374039,68.01233673,98.77235413
"School enrollment, secondary, female (% gross)",Finland,157.4517212,159.7479248,161.5119629,162.6388397,152.1194458,151.3038788
"School enrollment, secondary, female (% gross)",France,103.9410934,103.7419586,104.1591873,104.0711288,104.3707809,104.6452789
"School enrollment, secondary, female (% gross)",French Polynesia,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Gabon,..,..,..,..,76.08049011,..
"School enrollment, secondary, female (% gross)","Gambia, The",..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Georgia,100.7975235,101.8503571,103.9587173,106.7772598,106.7526932,103.0864334
"School enrollment, secondary, female (% gross)",Germany,96.38323212,96.15122986,95.22350311,94.55297089,94.79244995,94.72595215
"School enrollment, secondary, female (% gross)",Ghana,66.10124207,67.74836731,68.06838226,70.78669739,74.62975311,77.83895111
"School enrollment, secondary, female (% gross)",Gibraltar,..,109.2274704,115.749733,..,90.55944061,94.55184937
"School enrollment, secondary, female (% gross)",Greece,98.41416931,99.50512695,101.3692932,102.0523605,105.2125702,103.052948
"School enrollment, secondary, female (% gross)",Greenland,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Grenada,110.7073212,116.5050964,116.7898636,122.0998917,..,115.224823
"School enrollment, secondary, female (% gross)",Guam,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Guatemala,52.55503082,51.94742966,51.47755814,51.43817902,50.11746979,49.91170883
"School enrollment, secondary, female (% gross)",Guinea,28.22767639,28.6861763,..,29.64463234,30.70349693,..
"School enrollment, secondary, female (% gross)",Guinea-Bissau,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Guyana,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Haiti,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Honduras,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)","Hong Kong SAR, China",101.367012,102.4394302,103.6659317,105.7951126,106.4433594,107.5876923
"School enrollment, secondary, female (% gross)",Hungary,103.3443832,102.26931,103.5672379,103.68013,103.0827866,102.7785492
"School enrollment, secondary, female (% gross)",Iceland,119.5652237,117.7392197,116.8998795,117.3448563,113.7034531,112.1307678
"School enrollment, secondary, female (% gross)",India,74.6852951,76.03894806,74.05850983,74.4330368,74.52295685,75.28150177
"School enrollment, secondary, female (% gross)",Indonesia,86.28914642,86.27207947,88.15196991,90.04093933,..,..
"School enrollment, secondary, female (% gross)","Iran, Islamic Rep.",82.97184753,84.78650665,84.65444183,..,..,88.8927536
"School enrollment, secondary, female (% gross)",Iraq,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Ireland,118.6520386,118.6133804,124.2928772,165.3072815,144.5214844,141.9746399
"School enrollment, secondary, female (% gross)",Isle of Man,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Israel,104.1911087,106.1546783,105.9944382,106.4938889,105.8910904,105.7502975
"School enrollment, secondary, female (% gross)",Italy,102.1038513,101.898941,100.9007111,100.6277924,100.38871,100.1388626
"School enrollment, secondary, female (% gross)",Jamaica,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Japan,102.4732666,102.7089615,102.771637,102.188652,101.08992,..
"School enrollment, secondary, female (% gross)",Jordan,..,..,63.61368179,64.15522003,66.00148773,68.83695984
"School enrollment, secondary, female (% gross)",Kazakhstan,112.235878,114.7610397,114.7327499,114.718071,113.7929916,103.8227463
"School enrollment, secondary, female (% gross)",Kenya,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Kiribati,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)","Korea, Dem. People's Rep.",92.86598206,..,..,..,..,..
"School enrollment, secondary, female (% gross)","Korea, Rep.",99.65579987,100.0658493,100.0012894,98.14108276,95.55177307,95.75833893
"School enrollment, secondary, female (% gross)",Kosovo,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Kuwait,100.9556122,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Kyrgyz Republic,91.70159912,93.76554871,93.78848267,95.04675293,96.28868103,98.07687378
"School enrollment, secondary, female (% gross)",Lao PDR,60.68507004,63.55444336,64.88726807,65.02220154,63.56626129,60.96352005
"School enrollment, secondary, female (% gross)",Latvia,111.1741486,110.4340668,110.1625214,108.5845718,107.5708694,106.1996994
"School enrollment, secondary, female (% gross)",Lebanon,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Lesotho,69.65692139,67.23126984,71.25647736,73.96154022,72.65939331,..
"School enrollment, secondary, female (% gross)",Liberia,32.90856934,..,..,..,..,39.22140121
"School enrollment, secondary, female (% gross)",Libya,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Liechtenstein,101.7217636,101.9067764,105.0651169,101.6411438,110.0074692,110.2040787
"School enrollment, secondary, female (% gross)",Lithuania,105.3827133,104.9873123,106.0408707,106.1936264,106.5923767,107.2995682
"School enrollment, secondary, female (% gross)",Luxembourg,104.2372513,105.2976913,104.7800064,105.3623276,104.5306625,107.069458
"School enrollment, secondary, female (% gross)","Macao SAR, China",93.80760956,98.34078217,100.1129074,100.9029465,100.9793701,102.6675186
"School enrollment, secondary, female (% gross)",Madagascar,38.2990303,38.20751953,37.12337875,37.06354904,35.24391174,..
"School enrollment, secondary, female (% gross)",Malawi,38.90274048,36.86175156,38.62068939,39.91857147,33.64757156,..
"School enrollment, secondary, female (% gross)",Malaysia,88.68295288,87.61486816,87.95166779,85.41413116,86.99333954,85.40795898
"School enrollment, secondary, female (% gross)",Maldives,..,..,..,85.84500122,78.4045105,..
"School enrollment, secondary, female (% gross)",Mali,36.84054947,36.61061096,37.07136154,36.99536896,..,34.79686356
"School enrollment, secondary, female (% gross)",Malta,97.84510803,97.75572968,104.6697006,107.3589096,108.1661987,110.3238373
"School enrollment, secondary, female (% gross)",Marshall Islands,68.80641937,66.61849976,..,..,66.36425018,65.94268036
"School enrollment, secondary, female (% gross)",Mauritania,30.26522064,32.19992065,32.6304512,37.14017868,40.44672012,39.41175842
"School enrollment, secondary, female (% gross)",Mauritius,99.48448944,99.81185913,99.07660675,97.7666626,98.28923798,..
"School enrollment, secondary, female (% gross)",Mexico,104.0937805,106.1494064,108.219902,109.5876083,109.5373993,106.851181
"School enrollment, secondary, female (% gross)","Micronesia, Fed. Sts.",..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Moldova,105.8153763,106.3183136,108.1314774,108.8306732,108.2482224,108.1445007
"School enrollment, secondary, female (% gross)",Monaco,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Mongolia,..,..,..,..,91.86466217,99.14865112
"School enrollment, secondary, female (% gross)",Montenegro,93.50499725,91.34723663,90.54160309,90.52429962,90.96469879,91.33772278
"School enrollment, secondary, female (% gross)",Morocco,..,..,75.33222198,76.58119202,78.17822266,80.322052
"School enrollment, secondary, female (% gross)",Mozambique,31.94549942,25.93545341,33.44512177,28.51541328,29.86034966,37.60213852
"School enrollment, secondary, female (% gross)",Myanmar,..,62.9920311,67.10822296,71.29753113,..,..
"School enrollment, secondary, female (% gross)",Namibia,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Nauru,..,83.61203766,..,..,98.38968658,..
"School enrollment, secondary, female (% gross)",Nepal,69.43692017,72.78964996,79.29327393,..,83.02429962,86.90078735
"School enrollment, secondary, female (% gross)",Netherlands,115.0717087,114.678009,117.1827469,115.8205795,115.6919098,116.0944519
"School enrollment, secondary, female (% gross)",New Caledonia,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",New Zealand,118.1391678,117.8463669,118.2182999,118.1604309,126.5099487,123.3856506
"School enrollment, secondary, female (% gross)",Nicaragua,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Niger,16.98628044,19.81686974,20.70212936,..,..,..
"School enrollment, secondary, female (% gross)",Nigeria,44.67198181,39.82973862,..,42.41154861,..,..
"School enrollment, secondary, female (% gross)",North Macedonia,81.16414642,..,80.3052063,79.10189819,78.79125977,79.06935883
"School enrollment, secondary, female (% gross)",Northern Mariana Islands,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Norway,113.1611023,114.6563416,114.2239838,114.707901,115.6071777,115.9518127
"School enrollment, secondary, female (% gross)",Oman,102.4052277,104.0901566,102.5867004,102.4613037,102.3957977,102.580452
"School enrollment, secondary, female (% gross)",Pakistan,34.89731979,36.55670166,36.08089066,39.14799118,41.59032059,..
"School enrollment, secondary, female (% gross)",Palau,..,..,..,..,..,157.9795074
"School enrollment, secondary, female (% gross)",Panama,77.87238312,83.08306885,78.27839661,..,..,..
"School enrollment, secondary, female (% gross)",Papua New Guinea,..,..,..,41.58670044,..,..
"School enrollment, secondary, female (% gross)",Paraguay,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Peru,97.38665771,100.6323395,102.5303879,103.6390915,105.5985031,106.9075165
"School enrollment, secondary, female (% gross)",Philippines,91.49514008,92.52420807,90.64897919,88.63725281,93.90686035,95.69924164
"School enrollment, secondary, female (% gross)",Poland,105.6767502,106.7346268,108.0760422,110.3284378,110.1266174,114.4409714
"School enrollment, secondary, female (% gross)",Portugal,116.9088974,116.4075699,118.7000198,120.5736694,120.9058914,120.0146027
"School enrollment, secondary, female (% gross)",Puerto Rico,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Qatar,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Romania,92.94539642,91.03237915,91.4331665,89.18258667,88.21911621,87.32649994
"School enrollment, secondary, female (% gross)",Russian Federation,100.9527969,101.4869614,102.0559235,102.1681595,102.1391678,..
"School enrollment, secondary, female (% gross)",Rwanda,39.39244843,39.01432037,41.11494827,43.27545929,47.04848099,..
"School enrollment, secondary, female (% gross)",Samoa,99.12769318,98.0178833,..,..,..,..
"School enrollment, secondary, female (% gross)",San Marino,..,..,..,56.93260956,57.7995491,60.73337936
"School enrollment, secondary, female (% gross)",Sao Tome and Principe,86.90315247,88.66873932,95.85861206,..,..,..
"School enrollment, secondary, female (% gross)",Saudi Arabia,114.9962769,107.6307831,101.9799728,106.8226013,106.1190414,108.3136902
"School enrollment, secondary, female (% gross)",Senegal,51.12448502,..,..,..,49.12136841,50.08958054
"School enrollment, secondary, female (% gross)",Serbia,97.38095093,96.8826828,95.87869263,95.56465912,94.9925766,92.93924713
"School enrollment, secondary, female (% gross)",Seychelles,84.36232758,86.56108856,85.91390991,84.19526672,81.13082886,81.59810638
"School enrollment, secondary, female (% gross)",Sierra Leone,36.5293808,39.80923843,41.06240082,..,..,..
"School enrollment, secondary, female (% gross)",Singapore,..,107.4799423,107.0002365,105.3234329,104.2814102,102.7175369
"School enrollment, secondary, female (% gross)",Sint Maarten (Dutch part),..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Slovak Republic,91.46679688,91.753479,91.63020325,91.91429138,91.4267807,91.13710022
"School enrollment, secondary, female (% gross)",Slovenia,111.0017929,117.5061417,117.0590286,115.9077377,114.1451874,112.8719711
"School enrollment, secondary, female (% gross)",Solomon Islands,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Somalia,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",South Africa,108.7516632,112.0914612,109.0322571,103.9680862,105.6699829,106.4894791
"School enrollment, secondary, female (% gross)",South Sudan,7.66850996,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Spain,124.5626221,126.4148483,126.8802032,127.3823318,127.7905121,126.6948166
"School enrollment, secondary, female (% gross)",Sri Lanka,..,99.28137207,100.4874573,102.6321182,..,..
"School enrollment, secondary, female (% gross)",St. Kitts and Nevis,107.454628,108.6582336,..,..,..,..
"School enrollment, secondary, female (% gross)",St. Lucia,88.12014008,88.9447937,89.16313934,89.43920135,88.62770081,91.02033997
"School enrollment, secondary, female (% gross)",St. Martin (French part),..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",St. Vincent and the Grenadines,107.7402725,108.0557404,108.6076508,108.6749725,..,..
"School enrollment, secondary, female (% gross)",Sudan,45.27236938,43.68238831,46.95737839,46.33087921,..,..
"School enrollment, secondary, female (% gross)",Suriname,88.63937378,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Sweden,149.9777985,153.2832184,157.9070129,156.6749573,151.1721344,151.7029572
"School enrollment, secondary, female (% gross)",Switzerland,99.63999176,100.5540924,100.1749496,99.94206238,99.46531677,99.73245239
"School enrollment, secondary, female (% gross)",Syrian Arab Republic,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Tajikistan,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Tanzania,27.01022911,26.80279922,27.66559982,30.12851906,32.02487183,32.88909912
"School enrollment, secondary, female (% gross)",Thailand,118.2244492,118.3756866,107.4835358,107.6623383,104.8141632,103.977066
"School enrollment, secondary, female (% gross)",Timor-Leste,74.37167358,79.29903412,83.80834198,87.02535248,90.52359772,91.13046265
"School enrollment, secondary, female (% gross)",Togo,..,..,52.06328964,..,..,..
"School enrollment, secondary, female (% gross)",Tonga,102.3983002,..,..,..,100.5639572,95.64219666
"School enrollment, secondary, female (% gross)",Trinidad and Tobago,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Tunisia,..,99.31896973,..,..,..,..
"School enrollment, secondary, female (% gross)",Turkiye,101.456543,101.472229,103.3873672,103.1787491,102.0428772,102.949707
"School enrollment, secondary, female (% gross)",Turkmenistan,..,..,..,..,88.8311615,92.44503784
"School enrollment, secondary, female (% gross)",Turks and Caicos Islands,76.21144867,..,..,77.59783936,..,76.34854889
"School enrollment, secondary, female (% gross)",Tuvalu,90.90908813,76.78340149,..,71.19496918,68.81188202,63.00365829
"School enrollment, secondary, female (% gross)",Uganda,..,25.08453178,22.92722702,..,..,..
"School enrollment, secondary, female (% gross)",Ukraine,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",United Arab Emirates,..,93.32652283,100.3962173,..,101.4792175,104.0010071
"School enrollment, secondary, female (% gross)",United Kingdom,126.3682938,..,127.7099686,122.3523788,120.0805511,118.3015823
"School enrollment, secondary, female (% gross)",United States,98.17357635,98.47470856,98.69555664,98.79605865,99.18945313,99.41429901
"School enrollment, secondary, female (% gross)",Uruguay,..,..,126.5953598,127.6752701,129.6682892,126.29702
"School enrollment, secondary, female (% gross)",Uzbekistan,91.28845215,92.00714874,92.73642731,94.55303192,97.1457901,92.96141052
"School enrollment, secondary, female (% gross)",Vanuatu,54.94924927,..,..,..,..,55.27053833
"School enrollment, secondary, female (% gross)","Venezuela, RB",94.48699188,91.35870361,91.56482697,..,..,..
"School enrollment, secondary, female (% gross)",Vietnam,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Virgin Islands (U.S.),..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",West Bank and Gaza,89.92111206,91.25325775,93.05753326,93.89943695,94.95925903,95.46589661
"School enrollment, secondary, female (% gross)","Yemen, Rep.",..,43.25849152,..,..,..,..
"School enrollment, secondary, female (% gross)",Zambia,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",Zimbabwe,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Afghanistan,65.87580109,65.29602814,67.91249084,70.05275726,..,..
"School enrollment, secondary, male (% gross)",Albania,99.47830963,97.06752777,95.76335907,95.19122314,94.58516693,93.36830902
"School enrollment, secondary, male (% gross)",Algeria,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",American Samoa,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Andorra,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Angola,..,61.77439117,..,..,..,..
"School enrollment, secondary, male (% gross)",Antigua and Barbuda,107.1352463,..,110.664093,113.2773132,..,..
"School enrollment, secondary, male (% gross)",Argentina,103.8439713,106.0881805,106.5118332,105.4238968,106.1297226,107.7853928
"School enrollment, secondary, male (% gross)",Armenia,83.99919891,..,..,81.72560883,84.38040924,85.4815979
"School enrollment, secondary, male (% gross)",Aruba,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Australia,167.8790436,163.5805969,159.0087585,136.7080078,145.3382263,136.9665375
"School enrollment, secondary, male (% gross)",Austria,102.0959396,102.909523,102.4735565,101.7359924,101.4289398,101.2802734
"School enrollment, secondary, male (% gross)",Azerbaijan,..,..,..,94.42806244,94.87435913,94.97267914
"School enrollment, secondary, male (% gross)","Bahamas, The",..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Bahrain,102.5068893,103.4439697,100.4713135,95.81735229,93.22514343,..
"School enrollment, secondary, male (% gross)",Bangladesh,61.77820587,67.97476196,64.34774017,67.35348511,67.0911026,67.54806519
"School enrollment, secondary, male (% gross)",Barbados,105.6909714,104.0496521,104.2083817,101.7639771,100.5972977,102.4272919
"School enrollment, secondary, male (% gross)",Belarus,106.2572021,105.6440964,104.2893677,103.1489182,102.5949631,104.2304916
"School enrollment, secondary, male (% gross)",Belgium,153.6438599,152.1192627,149.7196045,147.0855255,146.902298,142.5383148
"School enrollment, secondary, male (% gross)",Belize,79.57440948,86.30876923,81.90868378,83.65849304,85.59892273,83.68097687
"School enrollment, secondary, male (% gross)",Benin,68.51920319,67.14241028,..,..,..,52.43653107
"School enrollment, secondary, male (% gross)",Bermuda,72.61504364,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Bhutan,81.2826767,81.12438965,83.18544006,84.70748901,..,..
"School enrollment, secondary, male (% gross)",Bolivia,92.02633667,92.30622864,91.24099731,90.65175629,90.77736664,90.67476654
"School enrollment, secondary, male (% gross)",Bosnia and Herzegovina,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Botswana,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Brazil,98.21192932,100.4658585,101.4903793,103.4426727,101.9700317,101.8526688
"School enrollment, secondary, male (% gross)",British Virgin Islands,89.3115921,87.47763824,80.57820892,..,..,..
"School enrollment, secondary, male (% gross)",Brunei Darussalam,107.6387558,92.85941315,91.69896698,92.43451691,90.60678101,89.8972168
"School enrollment, secondary, male (% gross)",Bulgaria,103.8818512,101.1829376,99.46240234,98.35791779,93.21997833,88.91442871
"School enrollment, secondary, male (% gross)",Burkina Faso,35.06678009,36.66852951,38.63370132,40.69021988,40.65269089,39.39075089
"School enrollment, secondary, male (% gross)",Burundi,45.7998085,47.60054016,48.0775795,45.84183884,41.90256882,43.01041031
"School enrollment, secondary, male (% gross)",Cabo Verde,89.59078979,89.07727814,88.32447815,83.85196686,85.32164764,..
"School enrollment, secondary, male (% gross)",Cambodia,..,..,..,..,..,52.61806107
"School enrollment, secondary, male (% gross)",Cameroon,63.61804962,64.62171936,54.01962662,49.64611435,47.44436264,48.2283287
"School enrollment, secondary, male (% gross)",Canada,109.8839493,111.6930923,113.0466766,113.5315323,113.869751,114.2494888
"School enrollment, secondary, male (% gross)",Cayman Islands,..,..,..,76.4757309,..,..
"School enrollment, secondary, male (% gross)",Central African Republic,..,18.22627068,20.48121071,..,..,..
"School enrollment, secondary, male (% gross)",Chad,30.89518929,30.89156914,27.39432907,26.50427055,26.80956078,..
"School enrollment, secondary, male (% gross)",Channel Islands,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Chile,101.4550781,101.4720993,101.6410522,102.3464432,104.0523224,104.1099167
"School enrollment, secondary, male (% gross)",China,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Colombia,91.45410156,92.05164337,93.11688232,95.03002167,98.36582184,99.69995117
"School enrollment, secondary, male (% gross)",Comoros,..,..,53.86695862,57.58628845,..,..
"School enrollment, secondary, male (% gross)","Congo, Dem. Rep.",56.26300049,..,..,..,..,..
"School enrollment, secondary, male (% gross)","Congo, Rep.",..,..,..,69.06460571,..,..
"School enrollment, secondary, male (% gross)",Costa Rica,120.4157486,122.5698013,124.5541687,128.1026154,136.3180389,136.2693176
"School enrollment, secondary, male (% gross)",Cote d'Ivoire,49.87944031,52.42869186,55.58123016,57.71112061,60.91135025,62.91001892
"School enrollment, secondary, male (% gross)",Croatia,96.46054077,96.73842621,97.10565948,97.82417297,97.53114319,97.66638947
"School enrollment, secondary, male (% gross)",Cuba,96.72219086,98.75138092,100.423172,100.3693008,99.82002258,99.62960815
"School enrollment, secondary, male (% gross)",Curacao,..,..,..,..,..,100.6521378
"School enrollment, secondary, male (% gross)",Cyprus,100.1336136,99.79033661,101.1078568,101.5025711,102.4335022,102.9773788
"School enrollment, secondary, male (% gross)",Czechia,104.6057129,104.2064438,103.132431,102.088501,100.8212585,100.4600601
"School enrollment, secondary, male (% gross)",Denmark,127.3160095,127.2971191,128.3951569,129.7832184,130.428833,131.3320313
"School enrollment, secondary, male (% gross)",Djibouti,47.95346069,48.85427094,48.05698013,51.39744186,51.18391037,53.49089813
"School enrollment, secondary, male (% gross)",Dominica,94.70687103,..,..,..,99.91840363,100.3359909
"School enrollment, secondary, male (% gross)",Dominican Republic,76.20703125,76.36179352,76.52806091,76.96617889,78.2564621,76.54459381
"School enrollment, secondary, male (% gross)",Ecuador,101.9709702,102.0853424,100.8082809,100.0829391,99.27146149,99.35357666
"School enrollment, secondary, male (% gross)","Egypt, Arab Rep.",..,85.82678986,87.43769073,88.48719788,89.89710236,..
"School enrollment, secondary, male (% gross)",El Salvador,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Equatorial Guinea,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Eritrea,56.00196075,..,49.99206924,49.91706848,48.41633987,..
"School enrollment, secondary, male (% gross)",Estonia,111.2856216,114.600029,115.5946198,115.0426407,113.5998001,112.3947906
"School enrollment, secondary, male (% gross)",Eswatini,76.03868866,82.63282776,..,..,..,..
"School enrollment, secondary, male (% gross)",Ethiopia,35.61357117,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Faroe Islands,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",Fiji,94.31777191,94.04932404,..,93.73725891,90.61110687,91.68254852
"School enrollment, secondary, male (% gross)",Finland,142.9338074,144.9400177,146.773941,147.3700256,138.8379059,137.480957
"School enrollment, secondary, male (% gross)",France,102.8767014,102.8944702,103.3725128,103.4898682,104.2188797,104.6187286
"School enrollment, secondary, male (% gross)",French Polynesia,..,..,..,..,..,..
